id,food_name,disposal_rate,energy(KJ),energy(Kcal),moisture,protein_by_amino_acid_composition,protein,fatty_acid_tria_silglycerol_equivalent,cholesterol,lipid,available_carbohydrates(single_sugar),available_carbohydrates_(mass_meters),available_carbohydrates_by_the_dispatch_method,total_amount_of_dietary_fiber,sugar_alcohol,carbohydrate,organic_acid,ash,sodium,potassium,calcium,magnesium,rin,iron,zinc,copper,manganese
1553,＜えび・かに類＞　（かに類）　ずわいがに　ゆで,55,274,65,82.5,11.2,15,0.3,61,0.6,0.1,0.1,4.1,0,0,0.1,0,1.8,240,240,120,55,150,0.7,3.1,0.56,0.02
1554,＜えび・かに類＞　（かに類）　ずわいがに　水煮缶詰,0,291,69,81.1,12.2,16.3,0.2,70,0.4,0.2,0.2,4.5,0,0,0.2,0,2,670,21,68,29,120,0.5,4.7,0.35,0.1
1555,＜えび・かに類＞　（かに類）　たらばがに　生,70,239,56,84.7,10.1,13,0.5,34,0.9,0.2,0.2,2.9,0,0,0.2,0,1.8,340,280,51,41,220,0.3,3.2,0.43,0.03
1556,＜えび・かに類＞　（かに類）　たらばがに　ゆで,60,328,77,80,14.3,17.5,0.8,53,1.5,0.3,0.3,3.2,0,0,0.3,0,1.7,310,230,48,51,190,0.2,4.2,0.41,0.04
1557,＜えび・かに類＞　（かに類）　たらばがに　水煮缶詰,0,360,85,77,15.4,20.6,0.1,60,0.3,0.1,0.1,5.5,0,0,0.1,0,2,580,90,52,34,220,0.2,6.3,0.58,0.06
1558,＜えび・かに類＞　（かに類）　加工品　がん漬,0,246,58,54.7,6.3,8.4,0.2,36,0.4,0,0,7.7,0,0,5.4,0,31.1,7500,250,4000,530,200,1.7,2.4,1.36,4.43
1559,＜いか・たこ類＞　（いか類）　あかいか　生,25,343,81,79.3,13.4,17.9,0.8,280,1.5,0,0,5.1,0,0,0,0,1.4,200,330,12,46,280,0.1,1.2,0.21,0.02
1560,＜いか・たこ類＞　（いか類）　けんさきいか　生,20,325,77,80,12.7,17.5,0.4,350,1,0.1,0.1,5.5,0,0,0.1,0,1.4,210,330,12,46,260,0.1,1.3,0.16,0.02
1561,＜いか・たこ類＞　（いか類）　こういか　生,35,272,64,83.4,10.6,14.9,0.6,210,1.3,0.1,0.1,4.1,0,0,0.1,0,1.3,280,220,17,48,170,0.1,1.5,0.45,0.02
1562,＜いか・たこ類＞　（いか類）　するめいか　生,30,321,76,80.2,13.4,17.9,0.3,250,0.8,0.1,0.1,4.7,0,0,0.1,0,1.3,210,300,11,46,250,0.1,1.5,0.29,0
1563,＜いか・たこ類＞　（いか類）　するめいか　水煮,0,415,98,74.6,16.4,21.9,0.4,310,0.9,0.1,0.1,7.1,0,0,0.1,0,1.4,230,310,14,52,280,0.1,1.8,0.4,0.01
1564,＜いか・たこ類＞　（いか類）　するめいか　焼き,0,460,108,71.8,17.7,23.6,0.4,350,1,0.1,0.1,8.5,0,0,0.1,0,1.6,330,360,14,57,300,0.2,1.9,0.41,0
1565,＜いか・たこ類＞　（いか類）　するめいか　胴　皮つき　生,0,329,78,79.8,13.8,18.6,0.4,210,0.7,0.1,0.1,4.7,0,0,0.1,0,1.4,200,330,10,48,280,0.1,1.4,0.27,0.01
1566,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　生,0,339,80,79.1,13.8,18.6,0.3,180,0.6,0.1,0.1,5.4,0,0,0.1,0,1.4,200,340,10,48,270,0.1,1.5,0.27,0.01
1567,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,0,734,175,64.9,13.1,16.7,9.8,150,10.8,9,8.2,10.2,0.8,0,6.3,0,1.2,180,280,26,40,230,0.1,1.3,0.16,0.06
1568,＜いか・たこ類＞　（いか類）　するめいか　耳・足　生,0,317,75,80.8,13,16.9,0.6,290,0.9,0,0,4.4,0,0,0,0,1.3,230,270,13,45,210,0.1,1.6,0.31,0
1569,＜いか・たこ類＞　（いか類）　ほたるいか　生,0,310,74,83,7.8,11.8,2.3,240,3.5,0.2,0.2,5.4,0,0,0.2,0,1.5,270,290,14,39,170,0.8,1.3,3.42,0.05
1570,＜いか・たこ類＞　（いか類）　ほたるいか　ゆで,0,386,91,78.1,11.7,17.7,1.5,380,2.9,0.4,0.4,7.8,0,0,0.4,0,0.9,240,240,22,32,200,1.1,1.9,2.97,0.08
1571,＜いか・たこ類＞　（いか類）　ほたるいか　くん製,0,1291,305,23,28.6,43.1,3.4,930,7.5,0,0,39.9,0,0,21.3,0,5.1,1500,240,55,56,650,10,5.2,12,0.34
1572,＜いか・たこ類＞　（いか類）　ほたるいか　つくだ煮,0,1037,245,39.8,17.9,27,3.8,390,6.7,0,0,34.9,0,0,22.9,0,3.6,1200,96,26,31,270,2.7,3.3,6.22,0.19
1573,＜いか・たこ類＞　（いか類）　やりいか　生,25,333,79,79.7,13.1,17.6,0.5,320,1,0.4,0.4,5.3,0,0,0.4,0,1.3,170,300,10,42,280,0.1,1.2,0.25,0.02
1574,＜いか・たこ類＞　（いか類）　加工品　するめ,0,1290,304,20.2,50.2,69.2,1.7,980,4.3,0.4,0.4,22,0,0,0.4,0,5.9,890,1100,43,170,1100,0.8,5.4,0.99,0.06
1575,＜いか・たこ類＞　（いか類）　加工品　さきいか,0,1136,268,26.4,34.2,45.5,0.8,370,3.1,0,0,31,0,0,17.3,0,7.7,2700,230,23,82,430,1.6,2.8,0.27,0.07
1576,＜いか・たこ類＞　（いか類）　加工品　くん製,0,856,202,43.5,26.4,35.2,0.7,280,1.5,0,0,22.3,0,0,12.8,0,7,2400,240,9,34,330,0.7,2.1,0.26,0.02
1577,＜いか・たこ類＞　（いか類）　加工品　切りいかあめ煮,0,1312,310,22.8,16.5,22.7,3.1,360,4.7,0,0,53.9,0,0,46.1,0,3.7,1100,210,65,81,300,0.8,2.2,0.5,0.12
1578,＜いか・たこ類＞　（いか類）　加工品　いかあられ,0,1225,289,26.7,14.5,20,1,190,1.8,0,0,55.4,0,0,49.1,0,2.4,700,230,18,41,260,0.4,1.3,0.02,0.12
1579,＜いか・たこ類＞　（いか類）　加工品　塩辛,0,480,114,67.3,11,15.2,2.7,230,3.4,0,0,11.4,0,0,6.5,0,7.6,2700,170,16,48,210,1.1,1.7,1.91,0.03
1580,＜いか・たこ類＞　（いか類）　加工品　味付け缶詰,0,540,127,66.9,15.5,21.4,0.7,420,1.8,0,0,14.6,0,0,7.7,0,2.2,700,110,16,38,220,0.6,2.5,1.12,0.05
1581,＜いか・たこ類＞　（たこ類）　いいだこ　生,0,271,64,83.2,10.6,14.6,0.4,150,0.8,0.1,0.1,4.5,0,0,0.1,0,1.3,250,200,20,43,190,2.2,3.1,2.96,0.06
1582,＜いか・たこ類＞　（たこ類）　まだこ　生,15,297,70,81.1,11.7,16.4,0.2,150,0.7,0.1,0.1,5.3,0,0,0.1,0,1.7,280,290,16,55,160,0.6,1.6,0.3,0.03
1583,＜いか・たこ類＞　（たこ類）　まだこ　ゆで,0,387,91,76.2,15.4,21.7,0.2,150,0.7,0.1,0.1,6.9,0,0,0.1,0,1.3,230,240,19,52,120,0.2,1.8,0.43,0.04
1584,＜いか・たこ類＞　（たこ類）　みずだこ　生,20,258,61,83.5,9.4,13.4,0.4,100,0.9,0.1,0.1,5,0,0,0.1,0,1.8,430,270,19,60,150,0.1,1.6,0.64,0.04
1585,＜その他＞　あみ　つくだ煮,0,975,230,35,13,19.1,1.1,120,1.8,0,0,41.9,0,0,35.1,0,9,2700,350,490,100,410,7.1,1.7,0.97,0.63
1586,＜その他＞　あみ　塩辛,0,264,62,63.7,8.8,12.9,0.6,140,1.1,0,0,5.4,0,0,0.8,0,21.5,7800,280,460,82,270,0.5,0.8,0.7,0.13
1587,＜その他＞　うに　生うに,0,460,109,73.8,11.7,16,2.5,290,4.8,3.3,3,9.8,0,0,3.3,0,2.1,220,340,12,27,390,0.9,2,0.05,0.05
1588,＜その他＞　うに　粒うに,0,726,172,51.8,12.6,17.2,3.5,280,5.8,0,0,22.5,0,0,15.6,0,9.6,3300,280,46,63,310,1.1,1.9,0.1,0.05
1589,＜その他＞　うに　練りうに,0,701,166,53.1,9.9,13.5,2.1,250,2.9,0,0,26.8,0,0,22.4,0,8.1,2800,230,38,41,220,1.8,1.3,0.06,0.05
1590,＜その他＞　おきあみ　生,0,356,84,78.5,10.2,15,2.1,60,3.2,0.2,0.2,6.1,0,0,0.2,0,3.1,420,320,360,85,310,0.8,1,2.3,0.15
1591,＜その他＞　おきあみ　ゆで,0,327,78,79.8,9.4,13.8,2.1,62,3,0,0,5.4,0,0,0,0,3.4,620,200,350,110,310,0.6,0.9,1.83,0.11
1592,＜その他＞　くらげ　塩蔵　塩抜き,0,90,21,94.2,0,5.2,0,31,0.1,0,0,0.1,0,0,0,0,0.5,110,1,2,4,26,0.3,0,0.06,0
1593,＜その他＞　しゃこ　ゆで,0,375,89,77.2,15.3,19.2,0.8,150,1.7,0.2,0.2,5,0,0,0.2,0,1.7,310,230,88,40,250,0.8,3.3,3.46,0.13
1594,＜その他＞　なまこ　生,20,94,22,92.2,3.6,4.6,0.1,1,0.3,0.5,0.5,1.7,0,0,0.5,0,2.4,680,54,72,160,25,0.1,0.2,0.04,0.03
1595,＜その他＞　なまこ　このわた,0,227,54,80.2,0,11.4,0.7,3,1.8,0.5,0.5,1.6,0,0,0.5,0,6.1,1800,330,41,95,170,4,1.4,0.1,0.44
1596,＜その他＞　ほや　生,80,116,27,88.8,0,5,0.5,33,0.8,0.8,0.7,1.1,0,0,0.8,0,4.6,1300,570,32,41,55,5.7,5.3,0.19,0
1597,＜その他＞　ほや　塩辛,0,293,69,79.7,0,11.6,0.6,34,1.1,0,0,4.3,0,0,3.8,0,3.8,1400,79,14,25,75,3,2.5,0.1,0.08
1598,＜水産練り製品＞　かに風味かまぼこ,0,378,89,75.6,11.3,12.1,0.4,17,0.5,0,0,10.2,0,0,9.2,0,2.6,850,76,120,19,77,0.2,0.2,0.04,0.02
1599,＜水産練り製品＞　黒はんぺん,0,501,119,70.4,9.5,11.2,2,35,2.9,14,12.9,15.2,0.9,0.1,13.7,0,1.9,560,110,110,17,150,1,0.6,0.07,0.05
1600,＜水産練り製品＞　昆布巻きかまぼこ,0,353,83,76.4,0,8.9,0.3,17,0.5,0,0,11.2,0,0,11,0,3.2,950,430,70,39,55,0.3,0.2,0.03,0.03
1601,＜水産練り製品＞　す巻きかまぼこ,0,378,89,75.8,11.2,12,0.6,19,0.8,0,0,9.7,0,0,8.7,0,2.7,870,85,25,13,60,0.2,0.2,0.03,0.03
1602,＜水産練り製品＞　蒸しかまぼこ,0,394,93,74.4,11.2,12,0.5,15,0.9,0,0,11,0,0,9.7,0,3,1000,110,25,14,60,0.3,0.2,0.03,0.03
1603,＜水産練り製品＞　焼き抜きかまぼこ,0,434,102,72.8,15.1,16.2,0.8,27,1,0,0,8.7,0,0,7.4,0,2.6,930,100,25,16,60,0.2,0.2,0.02,0.05
1604,＜水産練り製品＞　焼き竹輪,0,506,119,69.9,11.3,12.2,1.7,25,2,0,0,14.6,0,0,13.5,0,2.4,830,95,15,15,110,1,0.3,0.03,0.03
1605,＜水産練り製品＞　だて巻,0,800,190,58.8,0,14.6,6.3,180,7.5,0,0,18.8,0,0,17.6,0,1.5,350,110,25,11,120,0.5,0.6,0.04,0.03
1606,＜水産練り製品＞　つみれ,0,440,104,75.4,0,12,2.6,40,4.3,0,0,8.2,0,0,6.5,0,1.8,570,180,60,17,120,1,0.6,0.06,0.06
1607,＜水産練り製品＞　なると,0,339,80,77.8,0,7.6,0.3,17,0.4,0,0,11.7,0,0,11.6,0,2.6,800,160,15,11,110,0.5,0.2,0.01,0.02
1608,＜水産練り製品＞　はんぺん,0,396,93,75.7,0,9.9,0.9,15,1,0,0,11.5,0,0,11.4,0,2,590,160,15,13,110,0.5,0.1,0.02,0.01
1609,＜水産練り製品＞　さつま揚げ,0,571,135,67.5,0,12.5,3,20,3.7,0,0,14.6,0,0,13.9,0,2.4,730,60,60,14,70,0.8,0.3,0.08,0.04
1610,＜水産練り製品＞　魚肉ハム,0,653,155,66,12,13.4,6.1,28,6.7,0,0,13.1,0,0,11.1,0,2.8,900,110,45,15,50,1,0.7,0.06,0.11
1611,＜水産練り製品＞　魚肉ソーセージ,0,662,158,66.1,10.3,11.5,6.5,30,7.2,0,0,14.5,0,0,12.6,0,2.6,810,70,100,11,200,1,0.4,0.06,0.11
1612,＜畜肉類＞　いのしし　肉　脂身つき　生,0,1036,249,60.1,16.7,18.8,18.6,86,19.8,0.5,0.5,3.8,0,0,0.5,0,0.8,45,270,4,20,170,2.5,3.2,0.12,0.01
1613,＜畜肉類＞　いのぶた　肉　脂身つき　生,0,1138,275,56.7,16.1,18.1,23.2,66,24.1,0.3,0.3,3.2,0,0,0.3,0,0.8,50,280,4,19,150,0.8,1.8,0.06,0.01
1614,＜畜肉類＞　うさぎ　肉　赤肉　生,0,550,131,72.2,18,20.5,4.7,63,6.3,0,0,4.1,0,0,0,0,1,35,400,5,27,300,1.3,1,0.05,0.01
1615,＜畜肉類＞　うし　［和牛肉］　かた　脂身つき　生,0,1069,258,58.8,0,17.7,20.6,72,22.3,0.3,0.3,2,0,0,0.3,0,0.9,47,280,4,19,150,0.9,4.9,0.07,0
1616,＜畜肉類＞　うし　［和牛肉］　かた　皮下脂肪なし　生,0,993,239,60.7,0,18.3,18.3,71,19.8,0.3,0.3,1.8,0,0,0.3,0,0.9,48,290,4,19,160,0.8,5.1,0.08,0
1617,＜畜肉類＞　うし　［和牛肉］　かた　赤肉　生,0,762,183,66.3,0,20.2,11.2,66,12.2,0.3,0.3,1.3,0,0,0.3,0,1,52,320,4,21,170,2.7,5.7,0.09,0
1618,＜畜肉類＞　うし　［和牛肉］　かた　脂身　生,0,2850,692,17.8,0,4,72.8,110,78,0,0,5.2,0,0,0,0,0.2,19,81,2,4,35,0.6,0.4,0.02,0
1619,＜畜肉類＞　うし　［和牛肉］　かたロース　脂身つき　生,0,1573,380,47.9,11.8,13.8,35,89,37.4,0.2,0.2,4.6,0,0,0.2,0,0.7,42,210,3,14,120,0.7,4.6,0.06,0.01
1620,＜畜肉類＞　うし　［和牛肉］　かたロース　皮下脂肪なし　生,0,1544,373,48.6,11.9,14,34.1,88,36.5,0.2,0.2,4.6,0,0,0.2,0,0.7,42,210,3,14,120,0.7,4.6,0.06,0.01
1621,＜畜肉類＞　うし　［和牛肉］　かたロース　赤肉　生,0,1215,293,56.4,13.9,16.5,24.4,84,26.1,0.2,0.2,4.5,0,0,0.2,0,0.8,49,240,3,16,140,2.4,5.6,0.07,0.01
1622,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　生,0,2119,514,34.5,8.4,9.7,53.4,86,56.5,0.1,0.1,3.4,0,0,0.1,0,0.4,39,150,2,10,84,1.2,2.6,0.03,0
1623,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　ゆで,0,2223,539,29.2,11.3,12.6,54.8,92,58.2,0.1,0.1,4.4,0,0,0.1,0,0.3,20,75,2,8,62,1.4,3.2,0.03,0
1624,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　焼き,0,2232,541,27.7,12.9,14.6,54.3,95,56.8,0.2,0.2,4.5,0,0,0.2,0,0.6,50,200,3,13,110,1.6,3.6,0.04,0
1625,＜畜肉類＞　うし　［和牛肉］　リブロース　皮下脂肪なし　生,0,2069,502,36.1,9.4,10.3,51.5,85,54.4,0.1,0.1,2.5,0,0,0.1,0,0.5,41,160,3,10,88,1.3,2.8,0.03,0
1626,＜畜肉類＞　うし　［和牛肉］　リブロース　赤肉　生,0,1632,395,47.2,12.1,14,38.5,76,40,0.2,0.2,1.6,0,0,0.2,0,0.6,53,210,3,14,120,1.7,3.9,0.04,0
1627,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身　生,0,2775,674,17.7,4.6,4.2,72.9,100,78,0,0,4.6,0,0,0,0,0.2,20,69,2,4,39,0.6,0.9,0.01,0
1628,＜畜肉類＞　うし　［和牛肉］　サーロイン　脂身つき　生,0,1900,460,40,10.2,11.7,44.4,86,47.5,0.3,0.3,4.9,0,0,0.3,0,0.5,32,180,3,12,100,0.9,2.8,0.05,0
1629,＜畜肉類＞　うし　［和牛肉］　サーロイン　皮下脂肪なし　生,0,1742,422,43.7,11.4,12.9,39.8,83,42.5,0.3,0.3,4.6,0,0,0.3,0,0.6,34,200,3,13,110,0.8,3.1,0.05,0
1630,＜畜肉類＞　うし　［和牛肉］　サーロイン　赤肉　生,0,1219,294,55.9,14.5,17.1,24.1,72,25.8,0.4,0.4,4.7,0,0,0.4,0,0.8,42,260,4,18,150,2,4.2,0.07,0
1631,＜畜肉類＞　うし　［和牛肉］　ばら　脂身つき　生,0,1950,472,38.4,9.6,11,45.6,98,50,0.1,0.1,6,0,0,0.1,0,0.5,44,160,4,10,87,1.4,3,0.09,0
1632,＜畜肉類＞　うし　［和牛肉］　もも　脂身つき　生,0,979,235,61.2,16.2,19.2,16.8,75,18.7,0.5,0.5,4.8,0,0,0.5,0,1,45,320,4,22,160,2.5,4,0.07,0.01
1633,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　生,0,882,212,63.4,17.4,20.2,13.9,73,15.5,0.6,0.5,4.3,0,0,0.6,0,1,47,330,4,23,170,2.7,4.3,0.08,0.01
1634,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　ゆで,0,1257,302,50.1,23.1,25.7,20.9,110,23.3,0.2,0.2,5.4,0,0,0.2,0,0.6,23,120,4,15,120,3.4,6.4,0.1,0
1635,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　焼き,0,1249,300,49.5,23.9,27.7,20.5,100,22.7,0.5,0.5,4.9,0,0,0.5,0,1.1,50,350,5,25,190,3.8,6.3,0.1,0
1636,＜畜肉類＞　うし　［和牛肉］　もも　赤肉　生,0,736,176,67,17.9,21.3,9.7,70,10.7,0.6,0.5,4.4,0,0,0.6,0,1,48,350,4,24,180,2.8,4.5,0.08,0.01
1637,＜畜肉類＞　うし　［和牛肉］　もも　脂身　生,0,2735,664,20.3,4.1,4.4,69.2,110,75.4,0,0,6.1,0,0,0,0,0.3,24,99,2,5,44,0.8,0.6,0.02,0
1638,＜畜肉類＞　うし　［和牛肉］　そともも　脂身つき　生,0,1015,244,60.8,15.5,17.8,18.2,68,20,0.5,0.5,4.6,0,0,0.5,0,0.9,46,310,3,20,170,1.1,3.7,0.07,0
1639,＜畜肉類＞　うし　［和牛肉］　そともも　皮下脂肪なし　生,0,910,219,63.3,16.2,18.7,15.1,66,16.6,0.5,0.5,4.5,0,0,0.5,0,0.9,47,320,3,21,180,1,3.9,0.08,0
1640,＜畜肉類＞　うし　［和牛肉］　そともも　赤肉　生,0,666,159,69,17.9,20.7,7.8,59,8.7,0.6,0.5,4.3,0,0,0.6,0,1,50,360,3,23,200,2.4,4.3,0.09,0
1641,＜畜肉類＞　うし　［和牛肉］　ランプ　脂身つき　生,0,1321,319,53.8,13.2,15.1,27.5,81,29.9,0.4,0.4,4.7,0,0,0.4,0,0.8,40,260,3,17,150,1.4,3.8,0.08,0
1642,＜畜肉類＞　うし　［和牛肉］　ランプ　皮下脂肪なし　生,0,1213,293,56.3,14,16,24.3,78,26.4,0.4,0.4,4.6,0,0,0.4,0,0.9,42,270,3,18,150,1.3,4,0.08,0
1643,＜畜肉類＞　うし　［和牛肉］　ランプ　赤肉　生,0,817,196,65.7,16.6,19.2,12.5,69,13.6,0.5,0.5,4.1,0,0,0.5,0,1,47,320,3,22,180,2.9,4.9,0.1,0
1644,＜畜肉類＞　うし　［和牛肉］　ヒレ　赤肉　生,0,861,207,64.6,16.6,19.1,13.8,66,15,0.3,0.3,4,0,0,0.3,0,1,40,340,3,22,180,2.5,4.2,0.09,0.01
1645,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　生,0,961,231,62,0,17.1,18,66,19.8,0.3,0.3,2.1,0,0,0.3,0,0.9,59,290,4,18,160,2.1,4.5,0.07,0.01
1646,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　ゆで,0,1236,298,54.9,0,20.8,0,75,23.8,0.1,0.1,0.1,0,0,0.1,0,0.4,22,88,3,12,89,2.3,5.5,0.08,0
1647,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　焼き,0,1337,322,50.3,0,23,0,77,25.5,0.1,0.1,0.3,0,0,0.2,0,1,67,290,4,20,170,2.8,5.8,0.1,0
1648,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　皮下脂肪なし　生,0,805,193,65.9,0,17.9,13.4,60,14.9,0.2,0.2,1.9,0,0,0.4,0,0.9,59,310,4,20,170,0.9,4.5,0.09,0
1649,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　生,0,577,138,71.7,17.4,20.4,5.7,57,6.7,0.2,0.1,3.4,0,0,0.2,0.6,1,69,340,4,22,190,2.5,5.5,0.08,0.01
1650,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　ゆで,0,733,174,63.2,24.5,27.9,6,77,7.1,1,0.9,5.6,0,0,1,0,0.7,43,220,4,19,160,3.4,7.2,0.12,0.01
1651,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　焼き,0,737,175,63.4,23.6,26.9,6.7,71,7.7,0.8,0.7,5.2,0,0,0.8,0,1.1,71,380,4,25,220,3.1,6.3,0.1,0.01
1652,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身　生,0,2676,650,21.9,0,4.5,67.7,110,73.3,0,0,5.6,0,0,0,0,0.3,21,84,2,5,44,0.7,0.5,0.02,0.01
1653,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　脂身つき　生,0,1222,295,56.4,13.7,16.2,24.7,71,26.4,0.2,0.2,4.4,0,0,0.2,0,0.8,50,260,4,16,140,0.9,4.7,0.06,0.01
1654,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　皮下脂肪なし　生,0,1183,285,57.3,13.9,16.5,23.5,70,25.2,0.2,0.2,4.4,0,0,0.2,0,0.8,51,270,4,17,140,0.9,4.8,0.07,0.01
1655,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　赤肉　生,0,818,196,65.9,16.1,19.1,12.7,67,13.9,0.2,0.2,4.4,0,0,0.2,0,0.9,57,310,4,19,160,2.4,5.7,0.08,0.01
1656,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　生,0,1573,380,47.9,12.5,14.1,35,81,37.1,0.2,0.2,3.9,0,0,0.2,0,0.7,40,230,4,14,120,1,3.7,0.05,0.01
1657,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　ゆで,0,1771,428,39.1,16.8,17.2,40,100,43,0.3,0.3,3.7,0,0,0.3,0,0.4,26,130,5,12,96,1.2,4.9,0.04,0
1658,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　焼き,0,1891,457,33.4,18.9,20.4,42.3,110,45,0.3,0.3,4.5,0,0,0.3,0,0.9,53,290,4,18,160,1.4,5.3,0.06,0.01
1659,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　皮下脂肪なし　生,0,1454,351,50.7,13,15,31.4,81,33.4,0.2,0.2,4.2,0,0,0.2,0,0.7,42,240,4,15,130,0.9,4,0.05,0.01
1660,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　赤肉　生,0,955,230,62.2,16.2,18.8,16.4,78,17.8,0.3,0.3,4.3,0,0,0.3,0,0.9,51,300,4,19,160,2.1,5.2,0.06,0.01
1661,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身　生,0,2893,703,15.6,3.2,3.7,76.7,89,80.5,0,0,4.3,0,0,0,0,0.2,18,72,3,4,37,0.6,0.5,0.02,0.01
1662,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　脂身つき　生,0,1295,313,54.4,14,16.5,26.7,69,27.9,0.4,0.4,4.1,0,0,0.4,0,0.8,48,270,4,16,150,1,2.9,0.06,0
1663,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　皮下脂肪なし　生,0,1051,253,60,16,18.4,19.3,66,20.2,0.5,0.5,3.8,0,0,0.5,0,0.9,53,300,4,17,170,0.8,3.3,0.06,0
1664,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　赤肉　生,0,699,167,68.2,18,21.1,8.8,62,9.1,0.6,0.5,4.1,0,0,0.6,0,1,60,340,4,20,190,2.1,3.8,0.07,0
1665,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　生,0,1574,381,47.4,11.1,12.8,37.3,79,39.4,0.3,0.2,3.5,0,0,0.3,0,0.6,56,190,3,12,110,1.4,2.8,0.04,0
1666,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　焼き,0,1865,451,38.7,13.8,15.9,41.7,88,44.2,0.3,0.2,5,0,0,0.3,0,0.7,60,220,3,14,120,1.8,3.6,0.05,0
1667,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身つき　生,0,817,196,65.8,16,19.5,12.6,69,13.3,0.4,0.4,4.6,0,0,0.4,0,1,49,330,4,22,180,1.4,4.5,0.08,0.01
1668,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　生,0,708,169,68.2,17.1,20.5,9.2,67,9.9,0.4,0.4,4.4,0,0,0.4,0,1,50,340,4,23,190,1.3,4.7,0.08,0.01
1669,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　ゆで,0,983,235,56.4,25,28.4,12.8,94,13.8,0.6,0.5,5,0,0,0.6,0,0.8,35,220,5,20,160,1.7,6.6,0.11,0.01
1670,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　焼き,0,951,227,56.9,23.4,28,12,87,13.2,0.6,0.5,6.4,0,0,0.6,0,1.3,65,430,5,28,230,1.7,6.4,0.11,0.02
1671,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　赤肉　生,0,546,130,71.7,17.9,21.9,4.2,65,4.9,0.4,0.4,5.2,0,0,0.4,0,1.1,52,360,4,24,200,2.7,5.1,0.09,0.01
1672,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身　生,0,2446,594,30.2,4.8,5.1,63.8,92,64.1,0.2,0.2,0.8,0,0,0.2,0,0.4,30,140,2,7,56,1.1,0.7,0.02,0.01
1673,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　脂身つき　生,0,915,220,64,15,18.2,15.9,68,16.3,0.6,0.5,4.2,0,0,0.6,0,0.9,55,310,4,20,150,1.4,3.2,0.06,0
1674,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　皮下脂肪なし　生,0,747,179,67.8,16,19.6,10.7,66,11.1,0.6,0.5,4.5,0,0,0.6,0,0.9,57,330,4,21,160,1.3,3.5,0.07,0
1675,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　赤肉　生,0,551,131,72,17.4,21.3,4.6,63,5,0.7,0.6,5,0,0,0.7,0,1,61,360,4,23,170,2.4,3.8,0.07,0
1676,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　脂身つき　生,0,971,234,62.1,15.3,18.6,17.1,65,17.8,0.6,0.5,4.6,0,0,0.6,0,0.9,54,300,4,20,150,1.4,3.7,0.08,0
1677,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　皮下脂肪なし　生,0,845,203,64.9,16.1,19.7,13.2,63,13.9,0.6,0.5,4.9,0,0,0.6,0,0.9,56,310,4,21,160,1.3,3.9,0.09,0
