id,food_name,disposal_rate,energy(KJ),energy(Kcal),moisture,protein_by_amino_acid_composition,protein,fatty_acid_tria_silglycerol_equivalent,cholesterol,lipid,available_carbohydrates(single_sugar),available_carbohydrates_(mass_meters),available_carbohydrates_by_the_dispatch_method,total_amount_of_dietary_fiber,sugar_alcohol,carbohydrate,organic_acid,ash,sodium,potassium,calcium,magnesium,rin,iron,zinc,copper,manganese
1419,＜魚類＞　にしん　くん製,45,1167,280,43.9,19.6,23.1,19.9,86,22.1,0,0,5.6,0,0,0,0,10.9,3900,280,150,36,400,3.5,1.1,0.16,0.03
1420,＜魚類＞　にしん　かずのこ　生,0,588,139,66.1,27.1,25.2,3.4,370,6.7,0.2,0.2,1.7,0,0,0.2,0,1.8,320,210,50,34,140,1.2,2.3,0.07,0.06
1421,＜魚類＞　にしん　かずのこ　乾,0,1510,358,16.5,70.1,65.2,8.4,1000,13.6,0.5,0.5,0.8,0,0,0.5,0,4.2,1400,46,65,150,500,1.9,5.4,0.08,0.07
1422,＜魚類＞　にしん　かずのこ　塩蔵　水戻し,0,340,80,80,16.1,15,1.6,230,3,0.6,0.5,1,0,0,0.6,0,1.4,480,2,8,4,94,0.4,1.3,0.06,0.02
1423,＜魚類＞　はぜ　生,60,332,78,79.4,16.1,19.1,0.1,92,0.2,0.1,0.1,3.2,0,0,0.1,0,1.2,93,350,42,27,190,0.2,0.6,0.02,0.1
1424,＜魚類＞　はぜ　つくだ煮,0,1174,277,23.2,20.5,24.3,1.6,270,3,0,0,45.1,0,0,39.9,0,9.6,2200,480,1200,73,820,12,3.2,0.08,1.2
1425,＜魚類＞　はぜ　甘露煮,0,1103,260,29.5,17.8,21.1,1.1,210,2.2,0,0,44.8,0,0,40.3,0,6.9,1500,200,980,58,650,4.2,2.7,0.05,1.27
1426,＜魚類＞　はたはた　生,0,425,101,78.8,12.8,14.1,4.4,100,5.7,0,0,2.6,0,0,0,0,1.4,180,250,60,18,120,0.5,0.6,0.06,0
1427,＜魚類＞　はたはた　生干し,50,644,154,71.1,14.8,16.7,9.2,130,10.3,0,0,3,0,0,0,0,1.9,510,240,17,23,180,0.3,0.8,0.04,0.01
1428,＜魚類＞　はまふえふき　生,55,359,85,77.7,17,20.5,0.2,47,0.3,0.1,0.1,3.7,0,0,0.1,0,1.4,80,450,43,29,250,0.3,0.5,0.03,0
1429,＜魚類＞　はも　生,0,555,132,71,18.9,22.3,4.3,75,5.3,0,0,4.4,0,0,0,0,1.4,66,450,79,29,280,0.2,0.6,0.03,0.07
1430,＜魚類＞　ひらまさ　生,0,541,128,71.1,18.8,22.6,3.6,68,4.9,0.1,0.1,5.2,0,0,0.1,0,1.3,47,450,12,36,300,0.4,0.7,0.04,0.01
1431,＜魚類＞　ひらめ　天然　生,40,406,96,76.8,17.6,20,1.6,55,2,0,0,2.8,0,0,0,0,1.2,46,440,22,26,240,0.1,0.4,0.03,0.01
1432,＜魚類＞　ひらめ　養殖　皮つき　生,40,486,115,73.7,19,21.6,3.1,62,3.7,0,0,3,0,0,0,0,1.3,43,440,30,30,240,0.1,0.5,0.02,0.03
1433,＜魚類＞　ひらめ　養殖　皮なし　生,0,424,100,76,17.5,21.2,1.9,53,2.5,0.1,0.1,3.4,0,0,0.1,0,1.2,41,470,8,31,230,0.1,0.3,0.02,0.01
1434,＜魚類＞　（ふぐ類）　とらふぐ　養殖　生,0,341,80,78.9,15.9,19.3,0.2,65,0.3,0.2,0.2,3.7,0,0,0.2,0,1.3,100,430,6,25,250,0.2,0.9,0.02,0.01
1435,＜魚類＞　（ふぐ類）　まふぐ　生,0,333,78,79.3,15.6,18.9,0.3,55,0.4,0,0,3.5,0,0,0,0,1.4,83,470,5,24,260,0.2,1.5,0.02,0
1436,＜魚類＞　ふな　生,50,394,93,78,15.3,18.2,2,64,2.5,0.1,0.1,3.4,0,0,0.1,0,1.2,30,340,100,23,160,1.5,1.9,0.04,0.02
1437,＜魚類＞　ふな　水煮,35,439,104,75.6,17.1,20.3,2.3,84,2.8,0.1,0.1,3.8,0,0,0.1,0,1.2,46,310,140,24,230,1.5,2.1,0.04,0.02
1438,＜魚類＞　ふな　甘露煮,0,1127,266,28.7,13.1,15.5,2.4,160,3.6,0,0,48,0,0,44.4,0,7.8,1300,240,1200,58,710,6.5,5.2,0.11,0.62
1439,＜魚類＞　ふな　ふなずし,20,763,181,57,19.1,21.3,5.6,300,7.9,0,0,13.6,0,0,9.2,0,4.7,1500,64,350,20,240,0.9,2.9,0.23,0.34
1440,＜魚類＞　ぶり　成魚　生,0,929,222,59.6,18.6,21.4,13.1,72,17.6,0.3,0.3,7.7,0,0,0.3,0,1.1,32,380,5,26,130,1.3,0.7,0.08,0.01
1441,＜魚類＞　ぶり　成魚　焼き,0,1087,260,51.8,22.7,26.2,14.5,89,20.4,0.3,0.3,9.7,0,0,0.3,0,1.3,40,440,6,28,170,2.3,0.9,0.1,0.01
1442,＜魚類＞　ぶり　はまち　養殖　皮つき　生,0,904,217,61.5,17.8,20.7,13.4,77,17.2,0.3,0.3,6.2,0,0,0.3,0,1.1,38,340,19,29,210,1,0.8,0.09,0.01
1443,＜魚類＞　ぶり　はまち　養殖　皮なし　生,0,751,180,66.4,17.6,21,9.9,78,12,0.3,0.3,5,0,0,0.3,0,1.1,36,390,5,29,220,1.1,0.5,0.1,0.01
1444,＜魚類＞　ほうぼう　生,50,464,110,74.9,16.2,19.6,3,55,4.2,0,0,4.6,0,0,0,0,1.3,110,380,42,34,200,0.4,0.5,0.04,0.05
1445,＜魚類＞　ホキ　生,0,331,78,80.4,14.1,17,1,49,1.3,0,0,3.2,0,0,0,0,1.3,160,330,20,24,160,0.3,0.4,0.02,0.01
1446,＜魚類＞　ほっけ　生,50,435,103,77.1,15.4,17.3,3.2,73,4.4,0.1,0.1,3.1,0,0,0.1,0,1.1,81,360,22,33,220,0.4,1.1,0.1,0.01
1447,＜魚類＞　ほっけ　塩ほっけ,40,475,113,72.4,16.1,18.1,4.1,60,4.9,0.1,0.1,2.9,0,0,0.1,0,4.5,1400,350,20,30,220,0.5,0.4,0.04,0.01
1448,＜魚類＞　ほっけ　開き干し　生,35,676,161,67,18,20.6,8.3,86,9.4,0.1,0.1,3.7,0,0,0.1,0,3,690,390,170,37,330,0.5,0.9,0.05,0.03
1449,＜魚類＞　ほっけ　開き干し　焼き,25,749,179,63.7,19.6,23.1,9.4,100,10.9,0.2,0.2,4,0,0,0.2,0,3.3,770,410,180,41,360,0.6,1,0.06,0.03
1450,＜魚類＞　ぼら　生,50,500,119,74.7,15.5,19.2,4.3,65,5,0.1,0.1,4.5,0,0,0.1,0,1,87,330,17,24,170,0.7,0.5,0.06,0.01
1451,＜魚類＞　ぼら　からすみ,0,1481,353,25.9,0,40.4,14.9,860,28.9,0.3,0.3,14.3,0,0,0.3,0,4.5,1400,170,9,23,530,1.5,9.3,0.19,0.04
1452,＜魚類＞　ほんもろこ　生,0,434,103,75.1,14.8,17.5,3.2,210,4.1,0.1,0.1,3.7,0,0,0.1,0,3.2,86,320,850,39,640,1.3,3.4,0.07,0.21
1453,＜魚類＞　（まぐろ類）　きはだ　生,0,432,102,74,20.6,24.3,0.6,37,1,0,0,3.4,0,0,0,0,1.3,43,450,5,37,290,2,0.5,0.06,0.01
1454,＜魚類＞　（まぐろ類）　くろまぐろ　天然　赤身　生,0,490,115,70.4,22.3,26.4,0.8,50,1.4,0.1,0.1,4.9,0,0,0.1,0,1.7,49,380,5,45,270,1.1,0.4,0.04,0.01
1455,＜魚類＞　（まぐろ類）　くろまぐろ　天然　脂身　生,0,1281,308,51.4,16.7,20.1,23.5,55,27.5,0.1,0.1,7.5,0,0,0.1,0,0.9,71,230,7,35,180,1.6,0.5,0.04,0
1456,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　生,0,643,153,68.8,20.5,24.8,6.7,53,7.6,0.3,0.3,2.8,0,0,0.3,0,1.3,28,430,3,38,270,0.8,0.5,0.02,0
1457,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　水煮,0,727,173,64.1,22.5,27.2,6.8,59,8.3,0.3,0.2,5.4,0,0,0.3,0,1.2,25,400,3,38,270,1,0.6,0.02,0
1458,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　蒸し,0,786,187,62,22.9,28,8.1,62,9.9,0.2,0.2,5.8,0,0,0.2,0,1.2,26,410,3,39,270,0.9,0.6,0.02,0.01
1459,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　電子レンジ調理,0,802,191,60,24.9,30.4,7.2,65,8.7,0.3,0.3,6.6,0,0,0.3,0,1.4,33,490,4,44,310,1.1,0.6,0.02,0.01
1460,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　焼き,0,848,202,59.6,24,29,9.2,66,10.6,0.3,0.2,5.8,0,0,0.3,0,1.4,33,500,3,42,290,0.9,0.6,0.02,0.01
1461,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　ソテー,0,812,194,61.6,23.1,28,9.2,61,10.2,0.3,0.3,4.7,0,0,0.3,0,1.4,29,470,3,43,300,0.9,0.6,0.02,0.01
1462,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　天ぷら,0,927,222,57.8,20.7,25.1,11.6,57,12.6,0,0,8.6,0,0,3.2,0,1.3,38,440,13,40,280,1,0.5,0.04,0.04
1463,＜魚類＞　（まぐろ類）　びんなが　生,0,469,111,71.8,21.6,26,0.6,49,0.7,0.2,0.2,4.7,0,0,0.2,0,1.3,38,440,9,41,310,0.9,0.5,0.05,0.01
1464,＜魚類＞　（まぐろ類）　みなみまぐろ　赤身　生,0,375,88,77,16.9,21.6,0.2,52,0.4,0.1,0.1,4.7,0,0,0.1,0,1.2,43,400,5,27,240,1.8,0.4,0.04,0.01
1465,＜魚類＞　（まぐろ類）　みなみまぐろ　脂身　生,0,1337,322,50.3,16.6,20.3,25.4,59,28.3,0.1,0.1,6.6,0,0,0.1,0,1,44,280,9,29,210,0.6,0.4,0.05,0.01
1466,＜魚類＞　（まぐろ類）　めじまぐろ　生,0,587,139,68.7,20.4,25.2,3.8,58,4.8,0.1,0.1,5.9,0,0,0.1,0,1.2,42,410,9,40,290,1.8,0.5,0.09,0.01
1467,＜魚類＞　（まぐろ類） めばち　赤身　生,0,485,115,72.2,21.9,25.4,1.7,41,2.3,0.3,0.3,3,0,0,0.3,0,1.3,39,440,3,35,270,0.9,0.4,0.03,0
1468,＜魚類＞　（まぐろ類） めばち　脂身　生,0,662,158,67.8,20,23.9,6.8,52,7.5,0.4,0.3,4.2,0,0,0.4,0,1.2,100,400,4,31,240,0.7,0.4,0.03,0
1469,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ライト,0,297,70,82,13,16,0.5,35,0.7,0.2,0.2,3.4,0,0,0.2,0,1.1,210,230,5,26,160,0.6,0.7,0.05,0.01
1470,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ホワイト,0,404,96,77.6,14.8,18.3,2.2,34,2.5,0.4,0.4,4.2,0,0,0.4,0,1.2,260,280,6,34,200,1,0.7,0.04,0.02
1471,＜魚類＞　（まぐろ類）　缶詰　味付け　フレーク,0,567,134,65.7,15.4,19,1.8,58,2.3,0,0,14,0,0,9.9,0,3.1,760,280,24,31,350,4,1,0.12,0.13
1472,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,0,1098,265,59.1,14.4,17.7,21.3,32,21.7,0.1,0.1,3.8,0,0,0.1,0,1.4,340,230,4,25,160,0.5,0.3,0.04,0.01
1473,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ホワイト,0,1158,279,56,15.3,18.8,21.8,38,23.6,0.1,0.1,5.5,0,0,0.1,0,1.5,370,190,2,27,270,1.8,0.4,0.03,0.02
1474,＜魚類＞　マジェランあいなめ　生,0,1010,243,62.8,11,13.3,19.6,59,22.9,0.1,0.1,5.6,0,0,0.1,0,0.9,65,300,10,18,210,0.1,0.3,0.01,0.01
1475,＜魚類＞　まながつお　生,40,671,161,70.8,13.9,17.1,9.7,70,10.9,0,0,4.4,0,0,0,0,1.2,160,370,21,25,190,0.3,0.5,0.02,0.01
1476,＜魚類＞　みなみくろたち　生,0,473,112,73.8,18,21.7,2.6,63,3,0.1,0.1,4.2,0,0,0.1,0,1.4,120,460,22,34,240,0.6,0.5,0.05,0.03
1477,＜魚類＞　みなみだら　生,0,288,68,81.9,13.6,16.4,0.2,65,0.3,0,0,2.9,0,0,0,0,1.4,220,320,23,41,160,0.3,0.3,0.04,0.02
1478,＜魚類＞　むつ　生,0,729,175,69.7,14.5,16.7,11.6,59,12.6,0,0,3.2,0,0,0,0,1,85,390,25,20,180,0.5,0.4,0.03,0.01
1479,＜魚類＞　むつ　水煮,0,673,161,68.3,19.3,22.2,7.7,70,8.4,0,0,3.6,0,0,0,0,1.1,80,410,49,23,230,0.6,0.4,0.03,0.01
1480,＜魚類＞　めじな　生,0,476,113,74.7,16.1,19.4,3.4,56,4.5,0.1,0.1,4.5,0,0,0.1,0,1.3,91,380,27,30,240,0.3,0.9,0.03,0.01
1481,＜魚類＞　めばる　生,55,423,100,77.2,15.6,18.1,2.8,75,3.5,0,0,3.2,0,0,0,0,1.2,75,350,80,27,200,0.4,0.4,0.05,0
1482,＜魚類＞　メルルーサ　生,5,309,73,81.1,14.6,17,0.5,45,0.6,0,0,2.5,0,0,0,0,1.3,140,320,12,38,150,0.2,0.4,0.02,0.01
1483,＜魚類＞　やつめうなぎ　生,55,1018,245,61.5,0,15.8,18.8,150,21.8,0.2,0.2,3.2,0,0,0.2,0,0.7,49,150,7,15,180,2,1.6,0.15,0.03
1484,＜魚類＞　やつめうなぎ　干しやつめ,20,1880,449,14.3,0,50.3,24.3,480,31.2,0.5,0.5,7.4,0,0,0.5,0,3.7,130,650,16,49,240,32,5.9,1.8,0.1
1485,＜魚類＞　やまめ　養殖　生,45,464,110,75.6,15.1,18.4,3.7,65,4.3,0.3,0.3,4.2,0,0,0.3,0,1.4,50,420,85,28,280,0.5,0.8,0.04,0.01
1486,＜魚類＞　わかさぎ　生,0,300,71,81.8,11.8,14.4,1.2,210,1.7,0.1,0.1,3.1,0,0,0.1,0,2,200,120,450,25,350,0.9,2,0.19,0.13
1487,＜魚類＞　わかさぎ　つくだ煮,0,1302,308,19.3,23.6,28.7,3.6,450,5.5,0,0,45.2,0,0,38.2,0,8.3,1900,480,970,69,780,2.6,4.4,0.11,1.74
1488,＜魚類＞　わかさぎ　あめ煮,0,1276,301,21,21.6,26.3,2.8,400,5.1,0,0,47.4,0,0,40.4,0,7.2,1600,410,960,66,740,2.1,5.2,0.08,2.29
1489,＜貝類＞　あかがい　生,75,296,70,80.4,10.6,13.5,0.1,46,0.3,3.5,3.2,6.6,0,0,3.5,0,2.3,300,290,40,55,140,5,1.5,0.06,0
1490,＜貝類＞　あげまき　生,35,189,44,87.1,5.9,8.1,0.3,38,0.6,2,1.8,4.5,0,0,2,0,2.2,600,120,66,49,120,4.1,1.5,0.4,0.2
1491,＜貝類＞　あさり　生,60,115,27,90.3,4.6,6,0.1,40,0.3,0.4,0.4,2,0,0,0.4,0,3,870,140,66,100,85,3.8,1,0.06,0.1
1492,＜貝類＞　あさり　つくだ煮,0,927,218,38,16.1,20.8,1,61,2.4,0,0,36.2,0,0,30.1,0,8.7,2900,270,260,79,300,19,2.8,0.18,0.94
1493,＜貝類＞　あさり　缶詰　水煮,0,433,102,73.2,15.7,20.3,0.9,89,2.2,1.9,1.7,7.8,0,0,1.9,0,2.4,390,9,110,46,260,30,3.4,0.29,1.24
1494,＜貝類＞　あさり　缶詰　味付け,0,528,124,67.2,12.8,16.6,0.9,77,1.9,0,0,16.3,0,0,11.5,0,2.8,640,35,87,44,180,28,3.2,0.24,1.23
1495,＜貝類＞　あわび　くろあわび　生,55,324,76,79.5,11.2,14.3,0.3,110,0.8,3.7,3.3,7.2,0,0,3.6,0.1,1.7,430,160,25,69,82,2.2,0,0,0.01
1496,＜貝類＞　あわび　まだかあわび　生,55,316,74,80,11.5,14.6,0.1,100,0.4,3.3,2.9,6.8,0,0,3.3,0,1.5,330,250,21,58,130,1.8,0,0,0.01
1497,＜貝類＞　あわび　めがいあわび　生,55,315,74,80.1,8.8,12.2,0.1,110,0.3,6.8,6.1,9.4,0,0,6.8,0,1.4,320,230,19,50,110,0.7,0,0,0.01
1498,＜貝類＞　あわび　干し,0,1090,257,27.9,29.7,38,0.6,390,1.6,23.8,21.4,33,0,0,23.8,0,8.7,2900,490,39,110,300,2,1.6,0.74,0.05
1499,＜貝類＞　あわび　塩辛,0,393,93,72.5,11.6,14.8,2.6,190,3.9,1.4,1.3,5.9,0,0,1.4,0,7.4,2600,180,55,88,160,34,2.2,0.25,0.11
1500,＜貝類＞　あわび　水煮缶詰,0,359,85,77.2,15.2,19.4,0.3,140,0.4,1,0.9,5.3,0,0,1,0,2,570,130,20,58,230,1.8,0.6,0.42,0.02
1501,＜貝類＞　いがい　生,60,269,63,82.9,7.5,10.3,0.8,47,1.6,3.1,2.8,6.6,0,0,3.2,0,2.2,540,230,43,73,160,3.5,1,0.05,0.86
1502,＜貝類＞　いたやがい　養殖　生,65,231,55,84.9,7.8,10.8,0.4,33,0.8,1.5,1.4,4.8,0,0,1.5,0,2,450,260,48,74,170,2,6.1,0.1,4.9
1503,＜貝類＞　エスカルゴ　水煮缶詰,0,318,75,79.9,12,16.5,0.4,240,1,0.8,0.7,6,0,0,0.8,0,1.8,260,5,400,37,130,3.9,1.5,3.07,0.38
1504,＜貝類＞　かき　養殖　生,75,245,58,85,4.9,6.9,1.3,38,2.2,2.5,2.3,6.7,0,0,4.9,0.1,2.1,460,190,84,65,100,2.1,14,1.04,0.39
1505,＜貝類＞　かき　養殖　水煮,0,378,90,78.7,7.3,9.9,2.2,60,3.6,7.1,6.5,10.1,0,0,7.1,0.1,1.7,350,180,59,42,140,2.9,18,1.44,0.37
1506,＜貝類＞　かき　養殖　フライ,0,1076,256,46.6,5.5,7.6,10,36,11.1,15.6,14.2,36,0,0,32.9,0.1,1.8,380,180,67,53,110,1.8,12,0.87,0.37
1507,＜貝類＞　かき　くん製油漬缶詰,0,1222,294,51.2,8.8,12.5,21.7,110,22.6,11.2,10.1,15.7,0,0,11.2,0,2.5,300,140,35,42,260,4.5,25,2.81,1.03
1508,＜貝類＞　さざえ　生,85,353,83,78,14.2,19.4,0.1,140,0.4,0.8,0.7,6.3,0,0,0.8,0,1.4,240,250,22,54,140,0.8,2.2,0.39,0.02
1509,＜貝類＞　さざえ　焼き,85,387,91,75.6,15.6,21.3,0.1,170,0.4,0.9,0.8,6.9,0,0,0.9,0,1.8,280,220,29,67,120,0.9,2.5,0.73,0.03
1510,＜貝類＞　さるぼう　味付け缶詰,0,554,131,66.1,12.3,15.9,1.3,110,2.2,12.9,11.6,17.4,0,0,12.9,0,2.9,870,55,60,41,140,11,4.1,0.13,1.39
1511,＜貝類＞　しじみ　生,75,230,54,86,5.8,7.5,0.6,62,1.4,4.5,4.1,6.4,0,0,4.5,0,1.2,180,83,240,10,120,8.3,2.3,0.41,2.78
1512,＜貝類＞　しじみ　水煮,80,403,95,76,12.3,15.4,1.2,130,2.7,5.5,5,8.7,0,0,5.5,0,1.8,100,66,250,11,200,15,4,0.61,7.3
1513,＜貝類＞　たいらがい　貝柱　生,0,401,94,75.2,15.8,21.8,0.1,23,0.2,1.5,1.4,7.6,0,0,1.5,0,1.3,260,260,16,36,150,0.6,4.3,0.01,0.03
1514,＜貝類＞　たにし　生,30,308,73,78.8,9.4,13,0.3,72,1.1,3.6,3.2,7.9,0,0,3.6,0,3.5,23,70,1300,77,140,19,6.2,1.9,2.1
1515,＜貝類＞　つぶ　生,0,347,82,78.2,13.6,17.8,0.1,110,0.2,2.3,2.1,6.6,0,0,2.3,0,1.5,380,160,60,92,120,1.3,1.2,0.06,0.04
1516,＜貝類＞　とこぶし　生,60,332,78,78.9,11.6,16,0.1,150,0.4,3,2.7,7.7,0,0,3,0,1.7,260,250,24,55,160,1.8,1.4,0.3,0.06
1517,＜貝類＞　とりがい　斧足　生,0,343,81,78.6,10.1,12.9,0.1,22,0.3,6.9,6.2,9.9,0,0,6.9,0,1.3,100,150,19,43,120,2.9,1.6,0.05,0.11
1518,＜貝類＞　ばい　生,55,345,81,78.5,11.8,16.3,0.3,110,0.6,3.1,2.8,7.9,0,0,3.1,0,1.5,220,320,44,84,160,0.7,1.3,0.09,0.04
1519,＜貝類＞　ばかがい　生,65,238,56,84.6,8.5,10.9,0.2,120,0.5,2.4,2.2,5.1,0,0,2.4,0,1.6,300,220,42,51,150,1.1,1.8,0.05,0.07
1520,＜貝類＞　（はまぐり類）　はまぐり　生,60,149,35,88.8,4.5,6.1,0.3,25,0.6,1.8,1.6,3.7,0,0,1.8,0,2.8,780,160,130,81,96,2.1,1.7,0.1,0.14
1521,＜貝類＞　（はまぐり類）　はまぐり　水煮,75,337,79,78.6,10.9,14.9,0.6,79,1.5,2.9,2.6,7.6,0,0,2.9,0,2.3,490,180,130,69,190,3.9,2.5,0.23,0.3
1522,＜貝類＞　（はまぐり類）　はまぐり　焼き,70,299,70,79.8,9.7,13.3,0.4,65,1,2.8,2.5,7,0,0,2.8,0,3.1,770,230,140,87,140,3.3,2.4,0.2,0.3
1523,＜貝類＞　（はまぐり類）　はまぐり　つくだ煮,0,895,211,40.1,19.7,27,1.2,100,2.8,0,0,30.2,0,0,21.4,0,8.7,2800,320,120,95,340,7.2,4.2,0.2,1.03
1524,＜貝類＞　（はまぐり類）　ちょうせんはまぐり　生,60,174,41,88.1,4.6,6.5,0.5,27,1,1.3,1.2,4.4,0,0,2.7,0.1,2.3,510,170,160,69,94,5.1,1.2,0.11,0.22
1525,＜貝類＞　ほたてがい　生,50,279,66,82.3,10,13.5,0.4,33,0.9,1.5,1.4,5.5,0,0,1.5,0,1.8,320,310,22,59,210,2.2,2.7,0.13,0.12
1526,＜貝類＞　ほたてがい　水煮,60,379,89,76.8,13,17.6,0.8,52,1.9,1.9,1.7,7.6,0,0,1.9,0,1.8,250,330,24,57,250,2.8,3.1,0.17,0.12
1527,＜貝類＞　ほたてがい　貝柱　生,0,347,82,78.4,12.3,16.9,0.1,35,0.3,3.5,3.1,7.9,0,0,3.5,0,1.3,120,380,7,41,230,0.2,1.5,0.03,0.02
1528,＜貝類＞　ほたてがい　貝柱　焼き,0,521,123,67.8,18,23.8,0.1,52,0.3,4.6,4.2,12.4,0,0,4.6,0,1.7,150,480,13,56,320,0.3,2.2,0.04,0.03
1529,＜貝類＞　ほたてがい　貝柱　煮干し,0,1279,301,17.1,49.9,65.7,0.5,150,1.4,7.6,6.8,24.3,0,0,7.6,0,8.2,2500,810,34,120,610,1.2,6.1,0.08,0.1
1530,＜貝類＞　ほたてがい　貝柱　水煮缶詰,0,371,87,76.4,14.8,19.5,0.2,62,0.6,1.5,1.4,6.6,0,0,1.5,0,2,390,250,50,37,170,0.7,2.7,0.03,0.07
1531,＜貝類＞　ほっきがい　生,65,278,66,82.1,8.1,11.1,0.3,51,1.1,3.8,3.4,7.6,0,0,3.8,0,1.9,250,260,62,75,160,4.4,1.8,0.15,0.11
1532,＜貝類＞　みるがい　水管　生,80,325,77,78.9,13.3,18.3,0.1,36,0.4,0.3,0.3,5.6,0,0,0.3,0,2.1,330,420,55,75,160,3.3,1,0.04,0.16
1533,＜えび・かに類＞　（えび類）　あまえび　生,65,358,85,78.2,15.2,19.8,0.7,130,1.5,0.1,0.1,4.2,0,0,0.1,0,1.6,300,310,50,42,240,0.1,1,0.44,0.02
1534,＜えび・かに類＞　（えび類）　いせえび　生,70,365,86,76.6,17.4,20.9,0.1,93,0.4,0,0,3.7,0,0,0,0,2.1,350,400,37,39,330,0.1,1.8,0.65,0.02
1535,＜えび・かに類＞　（えび類）　くるまえび　養殖　生,55,383,90,76.1,18.2,21.6,0.3,170,0.6,0,0,3.7,0,0,0,0,1.7,170,430,41,46,310,0.7,1.4,0.42,0.02
1536,＜えび・かに類＞　（えび類）　くるまえび　養殖　ゆで,55,492,116,69.3,23.8,28.2,0.2,240,0.5,0,0,4.7,0,0,0,0,2,200,500,61,57,390,1,1.8,0.62,0.03
1537,＜えび・かに類＞　（えび類）　くるまえび　養殖　焼き,55,410,97,74.4,19.9,23.5,0.2,200,0.4,0,0,3.9,0,0,0,0,1.7,180,400,55,49,330,1.4,1.6,0.58,0.02
1538,＜えび・かに類＞　（えび類）　さくらえび　生,0,331,78,78.9,12,16.6,1.2,200,2,0.1,0.1,4.9,0,0,0.1,0,3.1,270,310,630,69,330,0.3,1.3,0.9,0.05
1539,＜えび・かに類＞　（えび類）　さくらえび　ゆで,0,349,82,75.6,13.2,18.2,0.7,230,1.5,0,0,5.8,0,0,0,0,4.7,830,250,690,92,360,0.5,1.4,2.05,0.09
1540,＜えび・かに類＞　（えび類）　さくらえび　素干し,0,1214,286,19.4,46.9,64.9,2.1,700,4,0.1,0.1,20,0,0,0.1,0,11.6,1200,1200,2000,310,1200,3.2,4.9,3.34,0.23
1541,＜えび・かに類＞　（えび類）　さくらえび　煮干し,0,1071,252,23.2,42.8,59.1,1.1,700,2.5,0.1,0.1,17.8,0,0,0.1,0,15.1,3400,680,1500,260,860,3,4.1,2.61,0.2
1542,＜えび・かに類＞　（えび類）　大正えび　生,55,379,89,76.3,17.9,21.7,0.1,160,0.3,0.1,0.1,4.1,0,0,0.1,0,1.6,200,360,34,45,300,0.1,1.4,0.61,0.02
1543,＜えび・かに類＞　（えび類）　しばえび　生,50,330,78,79.3,15.7,18.7,0.2,170,0.4,0.1,0.1,3.3,0,0,0.1,0,1.5,250,260,56,30,270,1,1,0.35,0.11
1544,＜えび・かに類＞　（えび類）　バナメイえび　養殖　生,20,348,82,78.6,16.5,19.6,0.3,160,0.6,0.7,0.6,3.3,0,0,0.7,0,1.3,140,270,68,37,220,1.4,1.2,0.33,0.1
1545,＜えび・かに類＞　（えび類）　バナメイえび　養殖　天ぷら,10,810,194,62,17.1,20,9.6,160,10.3,7.1,6.5,9.2,0.9,0,6.5,0,1.2,140,250,96,36,200,0.5,1.3,0.29,0.11
1546,＜えび・かに類＞　（えび類）　ブラックタイガー　養殖　生,15,326,77,79.9,15.2,18.4,0.1,150,0.3,0.3,0.3,3.7,0,0,0.3,0,1.1,150,230,67,36,210,0.2,1.4,0.39,0.02
1547,＜えび・かに類＞　（えび類）　加工品　干しえび,0,903,213,24.2,40,48.6,1.2,510,2.8,0.3,0.3,10.4,0,0,0.3,0,24.1,1500,740,7100,520,990,15,3.9,5.17,3.93
1548,＜えび・かに類＞　（えび類）　加工品　つくだ煮,0,1015,239,31.8,21.3,25.9,1.3,230,2.2,0,0,35.6,0,0,30.1,0,10,1900,350,1800,110,440,3.9,3.1,1.56,1.24
1549,＜えび・かに類＞　（かに類）　がざみ　生,65,258,61,83.1,10.8,14.4,0.1,79,0.3,0.3,0.3,4.1,0,0,0.3,0,1.9,360,300,110,60,200,0.3,3.7,1.1,0.06
1550,＜えび・かに類＞　（かに類）　毛がに　生,70,286,67,81.9,12.1,15.8,0.3,47,0.5,0.2,0.2,4.1,0,0,0.2,0,1.6,220,340,61,38,260,0.5,3.3,0.47,0.03
1551,＜えび・かに類＞　（かに類）　毛がに　ゆで,60,330,78,79.2,13.8,18.4,0.3,53,0.5,0.2,0.2,5.1,0,0,0.2,0,1.7,240,280,66,39,200,0.6,3.8,0.46,0.02
1552,＜えび・かに類＞　（かに類）　ずわいがに　生,70,249,59,84,10.6,13.9,0.2,44,0.4,0.1,0.1,3.6,0,0,0.1,0,1.6,310,310,90,42,170,0.5,2.6,0.35,0.02
